ih_1,ih_2,ih_3,ih_4,ih_5,ih_6,ih_7,ih_8,ih_9,ih_10,ih_11,ih_12,ih_13,ih_14,ih_15,ih_16,ih_17,ih_18,ih_19,ih_20,ih_21,ih_22,ih_23,ih_24,ih_25,ih_26,ih_27,ih_28,ih_29,ih_30,ih_31,ih_32,ih_33,ih_34,ih_35,ih_36,ih_37,ih_38,ih_39,ih_40,ih_41,ih_42,ih_43,ih_44,ih_45,ih_46,ih_47,ih_48,ih_49,ih_50,ih_51,ih_52,gender,age,race,gpa,sat,act,phil_cls,psyc_cls,major,athlete
4,4,4,6,2,2,2,4,3,6,4,4,5,2,4,2,3,2,6,4,6,2,4,6,3,4,2,6,1,2,2,5,2,6,5,6,4,2,5,5,6,3,2,4,6,3,4,3,5,2,1,4,2,21,1,3.4,,29,1,3,3,2
4,6,2,6,1,1,1,4,2,4,2,6,7,2,2,6,5,2,6,6,2,2,6,6,2,2,2,6,2,4,2,4,2,6,6,6,5,3,5,5,6,5,2,3,6,4,5,1,3,1,2,2,2,18,7,3.9,,33,1,1,70,2
5,3,1,3,1,2,5,7,6,5,2,6,7,2,3,3,6,2,7,7,2,1,5,7,2,4,2,7,2,2,2,6,4,6,7,6,5,2,5,5,6,6,2,7,7,6,5,1,3,1,1,1,2,22,8,3.5,,28,0,0,8,2
7,6,7,7,1,7,2,7,1,7,4,1,7,7,1,1,7,7,7,7,7,7,1,7,1,7,6,6,7,6,1,7,6,7,2,7,7,7,1,7,1,7,6,7,1,1,5,4,7,7,7,1,1,22,7,3.1,,29,3,0,16,2
1,7,7,1,7,1,1,1,1,7,7,1,7,7,7,7,7,1,7,1,1,1,1,7,7,1,1,7,7,1,1,7,6,7,7,7,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,2,21,5,2.5,,21,1,1,16,2
5,3,2,3,1,1,1,7,3,2,2,6,7,2,2,6,7,1,7,7,1,1,6,7,1,1,1,7,1,6,1,2,1,7,7,3,2,2,6,5,7,3,3,3,7,6,5,1,1,1,1,1,2,30,7,3.25,,20,0,2,82,2
2,5,1,6,2,4,1,6,1,5,2,6,6,2,2,4,6,2,7,7,1,2,5,7,2,5,2,6,4,2,2,1,1,6,7,7,3,2,6,6,6,6,2,6,6,6,6,1,4,1,2,1,2,27,7,3,,26,3,4,82,2
4,4,4,5,1,4,3,2,2,5,4,6,6,2,5,6,4,3,6,6,3,5,6,6,2,1,1,7,2,2,2,7,1,6,3,6,2,2,5,4,6,6,2,6,6,5,6,2,2,1,1,1,2,18,7,3.3,,,1,0,82,2
5,2,2,5,1,1,1,4,3,4,5,5,6,1,2,6,6,1,7,5,3,3,2,7,2,1,1,7,1,1,1,4,1,6,6,7,3,2,6,6,6,4,2,4,7,3,6,2,3,1,1,1,2,26,7,3.5,,22,4,2,82,2
3,3,1,5,4,5,5,3,5,3,5,3,3,5,5,3,5,2,6,6,5,2,5,7,5,2,3,5,4,3,2,5,5,3,5,6,5,2,3,2,3,2,5,3,6,3,6,1,5,1,5,1,2,24,7,3.4,,,0,4,82,2
4,2,5,2,2,2,1,5,1,6,2,6,7,3,3,7,7,4,6,6,2,1,6,4,6,2,4,4,2,1,1,5,1,7,7,7,2,2,7,6,6,6,1,6,6,2,6,1,1,1,2,3,1,22,7,2.6,,28,1,1,18,2
5,4,4,4,6,6,4,5,5,5,4,5,5,4,5,4,4,3,5,4,4,5,5,5,5,6,4,4,4,3,4,5,5,6,4,6,6,4,4,3,5,5,5,4,6,4,4,5,6,2,4,4,1,18,7,3.5,,27,0,2,5,2
4,5,2,5,1,1,1,4,3,4,5,4,6,2,5,4,5,2,7,6,4,2,7,7,4,4,1,7,2,4,2,4,2,6,6,7,3,3,6,5,4,4,3,4,7,4,4,1,3,1,2,2,2,20,9,3.8,,,2,2,82,2
2,2,4,2,2,3,3,3,5,4,5,4,3,3,5,3,3,6,5,3,4,3,2,4,7,6,3,2,5,3,6,5,2,3,3,6,5,2,2,3,2,4,3,3,3,2,6,3,6,4,3,1,2,19,7,3.75,,28,1,2,2,2
5,3,3,6,1,1,2,5,4,4,5,4,5,2,3,5,6,2,7,6,1,2,4,6,4,6,2,6,3,2,1,3,2,6,4,7,5,4,5,4,5,2,4,3,6,2,6,2,6,1,2,2,2,23,7,2.95,,21,1,6,22,2
5,5,4,4,3,4,1,2,7,6,6,2,,4,5,3,7,2,7,4,4,1,5,7,5,1,2,5,2,3,7,6,2,5,5,6,5,2,4,3,3,3,4,3,5,3,6,6,5,1,3,1,1,18,7,3.7,,28,0,0,72,2
6,3,6,6,2,4,6,6,2,4,,6,6,2,2,4,6,2,4,6,5,2,6,2,4,2,2,4,6,4,4,2,6,6,5,6,2,2,6,6,6,6,2,6,6,6,6,2,5,2,2,4,2,18,7,3.2,,21,0,1,82,2
6,2,6,3,3,6,3,6,2,2,3,1,6,5,1,7,7,3,6,6,2,3,7,6,5,1,1,5,2,2,1,2,2,7,7,7,3,6,5,2,6,6,2,3,6,6,6,2,6,1,2,2,2,21,7,3.6,,28,1,0,82,2
6,6,2,2,1,1,2,6,2,5,2,6,6,2,3,4,5,6,6,6,1,2,6,6,5,2,1,5,1,1,1,3,1,7,7,6,5,2,6,3,7,6,2,5,7,3,6,3,1,1,1,1,2,21,7,3.6,,23,1,1,59,2
1,4,1,4,1,1,1,5,6,6,5,1,6,2,1,1,6,1,7,3,1,2,7,1,7,1,1,7,2,1,4,5,1,7,7,7,1,1,7,5,2,2,1,2,7,2,7,1,7,1,1,5,2,18,1,2.5,,18,1,1,73,2
6,3,2,2,4,3,1,3,2,5,5,3,5,4,5,5,6,6,6,6,3,2,6,7,5,2,2,6,6,2,6,1,2,7,5,5,5,2,5,3,7,2,2,2,7,2,6,4,2,2,1,2,2,21,7,2.2,,23,1,10,73,2
1,7,1,7,1,1,1,5,2,4,5,2,7,2,4,7,4,2,7,5,5,1,6,7,2,2,3,6,1,1,1,4,1,7,7,7,3,1,7,7,7,6,1,6,4,6,7,1,1,1,1,1,1,29,7,3.1,,26,1,6,73,2

4,3,2,4,4,4,4,3,5,5,6,3,4,5,5,5,5,4,5,5,4,2,7,6,2,5,3,6,3,3,3,5,4,6,6,6,3,3,5,5,4,3,2,3,5,3,6,2,5,2,2,1,2,21,7,3.2,,26,1,1,2,2
5,3,3,2,3,3,4,2,6,6,5,3,3,5,6,6,5,3,6,5,2,1,5,6,2,3,2,7,2,2,2,5,4,6,6,7,2,2,5,3,3,3,3,2,7,2,5,3,3,1,1,1,1,19,7,3.7,28,,0,1,61,2
3,6,4,2,6,2,2,6,4,2,2,6,6,2,2,2,5,2,6,2,6,5,6,6,6,4,3,2,6,4,2,2,2,6,3,6,3,3,2,2,5,4,2,4,5,5,5,2,2,1,2,2,2,22,7,2.65,,21,1,5,23,2
5,2,1,6,2,1,5,3,2,4,4,5,6,2,6,3,2,1,6,3,3,2,6,6,2,5,2,6,4,2,6,5,1,7,7,7,4,2,6,5,3,5,2,5,6,3,6,1,5,1,1,2,2,18,1,3.5,,27,1,1,82,2
5,4,5,3,1,1,1,3,5,4,2,5,6,2,3,5,6,3,5,5,2,3,6,6,6,2,3,4,5,2,2,2,2,6,5,7,2,1,5,2,7,5,5,5,6,5,5,1,4,1,2,2,2,22,7,2.95,,26,0,2,10,2
3,2,4,6,2,2,2,4,4,4,4,4,5,4,4,6,6,2,5,6,2,3,5,6,3,4,3,5,2,4,6,3,2,7,6,6,2,2,5,5,7,4,2,4,2,5,5,3,3,1,2,2,2,22,7,3,,23,1,1,32,2
2,6,1,7,2,2,2,6,4,3,4,4,6,2,2,6,2,5,5,5,4,5,6,2,7,6,2,2,6,2,7,4,4,6,6,6,2,3,4,3,6,6,4,7,6,6,6,5,4,2,6,6,1,19,7,3.1,,19,0,1,38,2
6,5,,3,1,6,5,2,2,6,6,5,3,2,6,3,6,5,5,6,5,3,,5,5,6,3,2,5,6,5,6,3,3,6,7,6,6,2,3,7,2,3,2,3,3,6,2,5,2,5,3,2,20,7,3.03,,23,3,0,70,2
2,4,4,2,2,2,5,6,6,6,4,6,7,1,5,6,6,2,6,6,2,2,5,5,4,2,2,6,1,2,2,2,2,7,7,6,2,2,6,6,6,2,1,4,6,2,6,1,5,7,1,1,2,19,7,3.5,,24,1,2,82,2
2,2,1,7,1,1,1,6,6,3,6,5,5,2,4,2,6,3,6,5,5,5,6,6,2,3,2,5,6,2,3,4,2,7,6,7,7,2,2,5,6,5,2,3,6,5,7,2,4,2,2,2,2,37,7,2.9,,,0,1,82,2
2,6,2,6,2,1,2,6,3,5,2,5,5,2,4,5,4,5,6,5,2,3,6,6,2,4,2,6,2,6,4,4,2,6,6,6,2,3,6,6,3,6,5,3,6,6,5,2,5,2,2,2,2,20,3,3,,21,1,0,70,2
1,7,1,7,1,1,1,7,1,6,1,7,7,1,1,1,7,1,7,7,1,1,7,7,1,1,1,7,1,1,1,1,1,7,7,6,1,1,7,3,7,7,1,7,7,7,2,7,1,1,1,1,2,46,7,2.5,,,1,2,37,2
2,5,2,2,2,2,2,4,2,2,2,6,6,1,2,2,5,3,6,3,6,4,6,5,4,2,2,5,5,3,2,2,2,6,4,3,2,3,1,2,4,4,3,4,6,2,6,2,3,2,2,2,2,18,7,3,,26,0,2,9,2
3,6,4,6,2,2,2,2,2,7,6,2,2,5,6,3,6,2,6,7,2,1,6,7,5,2,2,6,1,1,2,5,5,7,6,5,5,4,6,2,3,1,6,2,3,2,6,2,2,2,2,1,2,18,7,,1880,27,0,1,9,2
3,5,2,6,5,1,1,4,3,6,4,2,4,5,5,5,5,1,6,6,2,2,6,7,3,2,1,7,1,2,1,6,2,7,6,5,1,1,3,6,5,2,1,2,6,2,6,2,2,1,2,2,2,24,7,3.2,,17,1,2,8,2
1,7,2,6,1,1,1,6,2,5,2,5,6,2,1,6,5,4,7,6,2,2,5,7,5,3,2,5,2,3,2,3,2,6,6,7,5,2,5,3,4,5,3,5,6,6,6,4,3,1,3,2,2,21,7,3.4,,26,,,9,2
4,2,2,2,2,1,5,6,2,2,2,3,5,1,2,5,6,5,5,3,4,4,2,5,4,3,1,4,5,3,1,1,3,7,5,7,2,3,5,5,6,6,2,5,5,5,6,1,3,1,2,1,2,21,7,3,,19,0,3,22,2
6,6,4,5,4,5,3,5,5,5,5,4,3,2,5,5,7,5,7,5,4,3,6,5,5,4,3,6,3,7,2,4,3,7,6,6,3,3,2,5,5,4,3,3,6,5,5,5,4,3,4,2,1,23,2,3.6,,,2,1,2,2
2,3,2,4,2,2,2,4,4,4,4,3,5,4,3,5,5,5,5,2,3,3,4,4,4,4,2,5,2,4,4,3,2,6,5,6,2,2,4,7,5,4,2,4,6,4,4,4,5,1,2,2,1,20,7,2.5,,26,1,3,10,2
1,4,3,7,5,4,4,2,7,6,7,1,7,7,6,7,5,4,7,7,5,1,6,6,7,6,2,7,2,5,6,6,2,6,6,7,2,5,6,3,5,1,1,1,6,7,7,1,2,1,1,4,1,18,1,2.75,,21,0,0,10,2
2,2,5,5,3,5,5,3,2,5,3,3,5,6,3,6,5,2,6,7,3,2,6,7,2,3,2,6,2,5,1,2,5,7,6,6,5,5,5,3,6,3,2,2,6,2,5,2,5,3,2,5,1,25,7,3,,20,9,0,66,2
2,6,1,6,2,1,2,4,4,4,4,4,6,2,2,5,4,4,6,6,4,3,6,4,4,2,2,6,3,6,3,4,2,6,6,4,6,2,6,6,7,6,2,6,4,6,6,4,4,2,2,2,1,18,7,3,,22,0,1,8,2
6,1,4,1,7,5,6,2,7,5,6,5,3,3,5,3,5,2,6,5,6,2,6,6,2,3,2,6,2,6,1,6,3,7,7,4,2,2,6,6,6,6,6,6,5,5,5,2,6,1,2,2,1,18,7,3.2,,25,1,2,1,2
4,3,1,6,2,1,1,5,3,4,2,2,7,5,5,6,5,2,7,7,2,1,7,5,3,2,1,5,1,2,1,5,1,7,7,6,2,5,6,5,7,4,2,3,7,3,5,2,4,1,2,2,1,20,7,4,2240,32,0,1,82,2
2,3,1,6,1,1,1,3,4,5,5,6,5,5,2,6,6,5,6,5,2,2,5,6,1,2,1,6,2,2,2,3,1,7,7,7,2,1,6,3,3,2,2,3,6,4,7,2,2,1,2,5,2,21,9,3.4,,33,0,3,21,2
5,3,5,3,2,2,4,3,4,5,3,2,5,5,4,5,6,1,7,6,4,5,6,6,3,2,1,7,1,2,2,4,3,7,7,7,5,2,5,6,6,3,3,3,6,3,5,2,2,1,2,2,1,20,7,3,,28,2,1,10,1
7,4,1,2,1,1,4,1,7,4,4,6,4,2,2,4,7,4,7,1,2,7,6,1,1,1,2,5,3,7,1,7,1,7,7,7,2,4,3,1,4,3,4,3,5,3,4,1,7,1,1,1,2,17,7,3.4,,,0,1,8,1
4,6,4,7,1,3,1,3,7,4,5,5,6,2,5,4,7,4,6,5,5,4,5,6,2,3,2,4,6,1,1,7,2,4,7,7,7,5,7,4,7,1,2,4,7,3,7,1,2,1,2,6,1,20,7,3,,21,1,2,82,2
3,6,2,6,1,1,5,6,2,6,5,7,5,1,5,5,7,3,5,4,4,4,6,5,2,2,1,6,2,2,1,6,1,7,7,6,2,2,6,6,7,2,2,2,6,2,2,3,6,1,1,2,2,18,7,3.7,,26,0,1,82,2
3,3,3,5,2,3,3,3,4,5,5,4,6,5,6,4,6,3,7,6,3,2,6,7,2,2,2,6,2,2,3,4,2,7,7,6,2,2,6,5,5,3,2,3,6,3,6,2,3,1,2,1,2,26,5,3.7,,,0,10,73,2
5,3,2,2,1,1,1,2,2,2,2,5,6,2,6,6,6,5,7,6,1,2,6,6,5,2,2,6,2,2,2,2,1,7,7,7,3,2,6,6,2,2,2,2,7,2,6,4,2,1,2,1,2,19,7,3.2,,22,1,0,10,2
6,6,4,5,2,2,5,4,6,4,4,5,7,2,4,6,4,6,6,5,2,3,5,6,2,2,1,6,6,6,3,3,2,6,6,4,5,1,3,5,6,4,2,4,6,5,7,4,4,2,1,1,2,19,7,,,19,1,0,5,2
2,3,2,7,1,1,2,5,2,6,7,5,6,4,6,3,7,2,7,7,5,1,7,7,4,2,1,6,1,1,5,5,2,7,7,6,5,3,6,2,6,2,2,6,7,1,6,1,2,1,1,1,2,20,7,3.9,,28,0,0,3,2
1,7,1,2,1,1,1,3,4,5,5,7,7,5,2,4,7,3,7,5,3,1,6,7,1,2,1,7,2,1,1,5,3,7,7,5,5,5,7,2,3,3,2,2,7,3,5,1,1,1,1,1,1,22,3,3.2,,29,1,1,9,2
4,3,4,5,4,5,4,3,6,3,3,4,4,4,6,3,6,2,7,5,2,2,6,6,7,5,2,5,2,4,3,4,3,6,5,6,5,4,5,3,3,3,3,3,5,3,5,2,5,2,4,3,2,23,7,3.6,,23,1,1,9,2
4,4,2,4,3,2,3,2,6,7,2,2,6,4,7,5,6,2,7,7,2,2,5,6,3,2,3,6,2,2,6,2,4,6,7,4,2,2,4,7,4,4,4,4,7,4,5,2,5,2,1,2,1,20,7,2.8,,20,1,1,4,2
6,3,2,3,4,5,5,5,4,5,3,6,4,2,5,6,5,2,7,6,5,3,6,6,5,3,2,6,2,3,3,6,2,6,6,7,3,3,5,5,5,2,2,3,6,3,6,3,3,1,2,2,2,20,7,3.3,,24,1,1,82,2
4,3,2,4,1,1,1,2,5,4,5,4,4,1,2,1,7,4,6,6,2,3,7,7,2,2,1,6,1,3,1,2,1,7,7,7,3,2,7,7,2,4,2,4,7,4,6,1,4,1,2,6,2,25,7,3.5,,,1,10,24,2
4,4,4,6,1,1,1,5,2,7,3,7,6,2,3,6,7,3,7,6,2,2,6,6,3,5,1,7,5,7,3,3,2,7,7,7,7,5,5,5,5,2,3,5,6,4,7,1,5,1,1,2,2,18,7,3.5,,,0,1,24,2
3,3,3,5,2,2,2,3,5,5,3,6,5,2,2,5,7,1,6,6,5,2,6,6,5,2,1,6,3,2,2,5,2,7,7,6,5,5,7,6,6,6,5,3,6,3,6,1,5,1,2,2,2,21,7,3.6,,,0,0,5,2
6,3,6,2,2,2,2,3,2,3,6,6,6,2,2,4,5,5,4,3,3,5,5,3,6,3,2,6,6,4,4,3,3,6,6,6,3,3,5,3,5,5,2,5,6,5,5,2,5,2,2,2,2,20,7,3,,25,2,2,9,2
1,3,1,7,1,1,1,4,2,6,1,6,6,3,4,5,7,3,3,5,3,1,1,6,6,6,3,5,3,4,3,2,5,6,6,3,7,2,4,3,6,6,2,5,6,3,7,3,2,1,2,2,2,19,7,3.8,,31,2,0,9,2
4,5,2,6,1,1,1,6,1,1,3,7,7,1,2,6,7,1,7,6,4,2,6,6,5,2,1,5,2,4,3,5,2,6,7,7,2,3,6,2,6,5,3,4,7,4,6,1,5,1,4,1,2,20,7,3.96,,29,1,1,82,2
2,4,4,4,4,5,5,6,2,3,3,6,5,1,4,3,6,4,6,6,4,2,5,2,3,5,6,4,5,1,1,2,1,6,6,6,5,1,6,5,6,5,5,5,7,3,3,6,5,1,2,2,2,19,7,2.86,,22,0,2,82,2
1,7,1,7,1,1,1,6,1,5,2,3,4,2,6,4,6,1,6,5,2,1,7,6,5,1,1,6,1,1,1,4,1,6,7,7,5,1,6,6,4,2,2,6,6,3,5,2,2,1,1,2,1,21,7,3.75,,30,1,1,82,2
3,6,4,5,4,5,4,2,2,3,3,6,3,5,5,3,5,2,2,2,2,2,3,2,3,6,4,2,6,6,2,2,5,5,2,5,5,3,6,3,2,2,5,5,2,2,6,3,5,2,2,2,2,19,7,3,,17,3,2,82,2
2,4,2,6,1,1,1,3,4,5,5,5,6,2,6,5,5,3,6,6,4,2,5,5,3,4,2,5,3,2,3,6,4,5,5,6,6,3,5,3,5,3,5,4,6,3,6,4,5,2,3,4,1,18,7,3,,31,0,1,9,2
1,6,2,6,1,2,3,5,4,4,5,4,7,4,4,3,5,2,6,5,2,4,7,2,6,3,2,7,4,3,3,2,2,6,5,6,5,5,4,3,5,4,3,7,6,6,5,4,2,4,4,4,1,19,7,2.9,,23,1,1,82,2
5,3,4,7,2,2,3,2,4,5,5,2,4,5,7,4,7,4,7,6,2,2,2,6,3,4,2,5,2,5,4,7,5,7,7,7,3,5,6,2,4,3,2,2,7,3,5,4,6,1,3,1,2,19,7,3.5,,23,2,2,70,2
5,4,3,5,3,3,5,3,4,5,5,5,5,3,4,5,6,3,6,6,2,3,5,7,2,5,3,6,3,2,5,5,3,6,6,5,5,5,3,3,3,5,6,5,7,5,5,3,5,3,2,1,2,19,7,3.46,,25,0,1,82,2
5,3,3,3,7,6,7,3,3,7,5,4,7,2,6,3,7,2,7,5,2,2,7,6,5,5,1,5,2,6,3,6,2,6,7,6,3,2,5,3,5,1,2,2,6,1,4,1,5,2,1,1,2,20,1,3.3,1800,,2,2,82,2
2,2,2,2,5,5,3,6,2,5,2,7,7,2,2,2,6,2,6,5,2,5,6,7,2,2,1,6,2,3,2,2,2,7,6,7,2,2,6,3,6,6,2,3,7,5,4,1,2,1,1,1,2,19,7,2.7,,22,1,2,67,2
3,6,2,4,1,1,1,5,2,6,5,5,4,2,3,4,7,2,7,7,1,1,6,6,2,2,2,6,2,3,2,4,1,6,6,7,4,2,6,3,4,3,2,5,7,4,6,2,5,2,3,3,2,19,7,3.97,,25,1,3,73,2
5,2,4,6,2,2,2,5,6,5,5,3,6,2,5,2,6,5,6,6,2,2,6,6,3,3,2,6,5,5,6,3,2,6,6,6,5,3,5,5,3,4,2,3,6,3,3,1,5,2,3,2,2,18,5,3,,20,0,1,82,2
4,3,2,4,2,2,2,4,4,2,2,6,4,2,2,6,2,2,5,6,3,2,4,4,4,2,2,5,2,2,2,5,2,6,6,5,6,3,2,3,6,4,2,4,6,4,6,1,2,2,2,4,1,20,7,3.83,,31,1,0,21,2
4,3,5,2,3,2,3,1,6,6,6,2,2,7,6,5,6,3,5,4,3,2,6,2,3,2,1,6,2,5,3,6,3,7,6,4,5,3,7,6,2,2,1,2,6,2,3,2,3,1,3,3,1,23,7,3.8,,29,2,0,9,2
6,3,3,3,2,5,5,5,5,5,3,6,5,5,5,2,7,2,6,6,2,3,6,5,2,3,2,5,3,5,2,5,2,6,6,6,5,3,6,3,3,3,3,5,6,6,3,2,2,2,2,5,2,18,7,3.8,,28,1,0,9,2
1,2,2,7,2,2,3,3,5,5,6,5,4,3,2,7,6,5,7,5,2,3,6,7,6,2,2,5,1,2,6,2,3,7,5,6,6,5,5,2,6,6,3,3,6,3,6,5,5,1,1,6,1,22,7,2.3,,28,1,0,9,2
5,2,2,7,4,5,5,7,6,7,2,3,3,5,6,6,2,6,2,5,5,6,6,7,5,2,5,5,4,6,4,1,1,6,7,3,7,4,5,2,2,4,1,2,4,6,7,4,7,2,2,1,1,18,2,3,,25,1,1,82,2
4,1,4,3,1,1,1,3,4,5,4,5,6,1,5,3,6,5,6,6,1,2,5,6,5,4,2,6,4,3,4,4,2,7,6,7,4,3,4,3,6,5,5,6,6,5,6,2,3,1,1,2,2,23,9,3.4,,,1,2,23,2
1,3,2,7,4,5,5,4,4,7,5,3,4,6,7,6,7,1,7,7,5,3,6,3,6,2,3,3,3,2,4,4,2,7,7,7,6,5,4,5,6,2,5,1,7,2,7,2,5,1,3,2,2,18,7,3.5,,24,1,1,5,2
4,6,5,4,1,1,1,1,4,7,6,5,5,4,4,5,7,2,7,5,2,1,6,7,3,1,1,7,1,6,1,5,1,7,7,7,3,5,6,4,6,1,2,3,7,2,5,1,3,1,1,1,2,21,7,3,,21,0,6,73,2
3,6,2,5,1,6,5,4,6,7,7,3,6,1,1,7,7,2,6,5,4,1,7,7,6,4,2,7,4,2,2,5,1,7,7,7,2,5,7,6,7,2,2,4,6,5,5,3,6,1,1,1,2,18,2,2.8,,25,0,0,82,2
5,2,5,3,1,1,1,1,3,6,7,2,3,5,7,5,3,2,7,6,2,2,6,7,1,2,1,6,2,6,5,7,1,5,7,4,5,4,5,3,3,2,6,2,7,2,5,2,5,2,1,1,1,18,7,3.7,,31,1,2,34,2
4,3,4,4,4,6,6,3,3,6,5,5,4,2,3,7,6,2,4,5,4,5,6,6,3,2,2,6,2,3,3,5,2,6,6,6,5,3,5,3,3,3,2,3,6,2,3,2,4,2,2,5,2,20,7,3.5,,28,1,3,73,2
6,3,6,5,2,6,2,2,4,5,7,6,2,6,6,3,1,7,7,6,3,1,3,2,2,3,6,3,7,1,7,7,5,3,6,4,6,5,3,2,4,2,6,2,3,1,5,5,6,2,5,5,1,22,7,4,,26,0,0,21,2
4,5,2,2,6,3,2,6,4,4,2,5,6,1,2,5,6,1,7,6,1,1,5,7,2,4,7,7,2,4,2,4,1,7,6,7,2,1,6,6,6,2,1,2,6,4,6,2,1,1,1,1,2,20,7,3.5,,26,1,7,73,2




























6,4,5,3,5,4,6,4,5,5,6,4,3,4,6,5,5,5,6,5,2,6,6,6,3,4,4,5,5,2,4,2,2,6,5,6,6,5,3,3,6,2,3,6,6,2,6,1,3,1,2,2,1,18,7,3.33,,22,1,1,1,2

5,5,4,6,4,4,5,3,5,6,5,3,5,5,6,6,5,3,6,5,5,5,5,7,3,2,2,6,3,2,4,6,3,7,6,6,5,4,5,5,4,4,5,4,7,3,5,2,5,1,2,2,1,22,7,3,,31,2,1,68,2








5,4,4,4,1,2,2,3,4,4,4,3,6,5,,6,6,3,7,6,2,1,6,7,1,2,1,7,2,3,2,5,2,7,7,6,3,1,6,3,4,5,2,5,6,3,6,1,5,1,1,2,2,23,7,3.8,,31,2,0,2,2
3,3,7,1,1,1,1,3,7,7,5,3,1,4,5,4,7,5,7,7,4,1,7,7,1,2,1,7,1,1,5,1,2,7,7,7,5,3,5,5,4,4,2,5,5,5,6,1,3,1,1,1,2,21,7,3.4,,24,0,3,9,2
2,3,1,1,1,1,1,3,2,6,5,3,4,2,4,2,6,1,7,7,2,1,7,7,1,1,1,7,1,6,1,2,1,7,7,6,3,5,5,6,4,2,2,5,7,3,6,4,6,1,1,2,2,20,7,3.7,,29,1,0,70,2
3,6,2,2,5,5,6,3,5,5,2,3,6,6,5,5,6,5,6,5,5,2,3,3,6,7,2,5,3,5,1,6,3,6,6,6,5,5,2,2,7,6,6,6,5,6,3,3,5,1,3,2,1,21,7,3.6,,28,2,2,8,2
6,2,5,2,3,2,3,3,1,6,3,6,7,3,1,6,5,1,5,4,3,3,6,7,2,1,2,7,1,2,2,2,2,6,7,6,2,2,6,5,3,3,5,3,7,6,2,2,5,1,2,1,2,21,7,3.71,,27,1,1,9,2

4,3,3,3,3,3,4,6,2,5,3,5,1,2,5,5,5,3,6,4,2,2,6,4,5,2,1,6,2,3,3,2,2,7,6,5,3,3,5,3,5,2,2,1,6,2,4,3,5,1,2,7,1,18,7,3.3,,24,1,1,82,2








1,4,1,2,1,1,1,4,2,4,4,4,4,4,4,5,5,4,7,5,4,1,4,5,4,1,1,4,4,4,4,4,2,1,6,6,4,4,4,4,4,4,4,4,5,5,4,4,2,5,1,,2,19,7,2.2,,17,0,1,72,2





5,4,5,5,2,3,2,4,5,4,4,4,5,4,6,5,5,4,7,7,2,2,6,5,5,3,4,5,3,4,5,4,3,5,5,6,5,4,6,3,4,4,5,3,5,3,3,3,4,2,3,3,,,,,,,,,,





7,1,1,2,3,1,5,2,4,7,7,1,3,1,6,6,7,1,7,7,2,2,5,4,5,1,2,6,3,4,3,7,1,6,7,6,6,2,3,3,2,1,5,1,7,2,7,1,6,1,2,1,2,18,7,4,,25,0,2,73,2




4,6,3,6,1,2,2,5,5,3,4,3,6,1,2,6,2,2,5,4,3,2,6,6,2,2,1,7,4,3,1,2,2,7,6,6,5,4,5,2,5,4,5,3,5,3,5,3,5,1,5,2,1,18,7,3.5,,34,1,0,18,2
6,5,4,3,4,4,5,6,5,4,2,1,6,2,4,5,6,2,5,5,2,2,6,6,2,5,5,6,2,2,3,3,2,7,6,7,3,3,5,3,5,2,2,2,7,6,6,3,2,1,3,2,1,22,7,2.76,,21,1,1,18,2



1,1,1,,1,1,1,2,3,6,1,,1,1,1,1,4,4,7,5,6,5,1,5,2,1,1,5,5,1,1,2,1,7,4,1,6,1,3,1,1,7,1,4,6,7,1,1,4,1,1,1,2,23,2,3,,22,1,1,9,2


5,6,4,4,1,1,1,4,1,6,2,6,6,2,2,4,7,1,7,7,2,2,7,5,4,1,1,7,2,1,2,4,1,7,7,6,1,1,7,5,7,3,2,4,7,3,6,1,1,2,1,1,1,20,7,3.5,,24,1,1,12,2
5,5,4,7,1,1,3,6,5,4,2,6,6,2,4,3,7,3,7,5,5,4,7,6,3,4,1,6,3,4,3,4,1,7,6,7,4,2,6,5,7,6,2,4,6,6,6,2,6,1,1,1,2,19,7,,,,0,2,39,2




5,5,3,3,5,5,7,4,5,3,5,5,4,3,5,4,5,3,5,5,4,5,3,5,3,3,4,5,3,3,3,4,2,7,7,5,3,3,6,6,5,3,2,3,5,3,6,3,3,2,2,3,2,20,1,1.788,,23,1,2,1,2



1,6,1,6,1,1,1,5,4,4,4,4,4,2,2,5,6,5,7,7,1,1,6,5,4,4,2,7,4,4,2,4,2,7,4,7,2,2,6,7,5,2,2,4,5,4,5,1,5,1,1,1,2,18,1,3.5,,24,0,2,82,2
5,5,4,5,5,6,4,6,2,5,4,3,5,1,4,2,6,1,6,5,6,5,6,7,7,4,2,6,1,3,1,3,2,7,6,3,6,4,5,2,6,3,2,4,6,3,5,1,7,2,2,4,2,21,7,3.01,,28,2,1,18,2

3,6,3,5,1,2,4,5,3,6,5,5,6,3,4,4,6,5,6,5,4,3,5,5,4,4,2,6,2,3,3,5,3,7,6,6,4,5,5,3,4,1,4,2,7,3,7,1,3,1,2,3,2,20,7,3.4,,25,0,1,24,2

